Бренд;Предмет;Код размера (chrt_id);Артикул поставщика;Артикул WB;Цвет;Размер;Баркод;Розничная цена, руб;Цена Закупки;Поставщик;Остаток
Femamore;Платья;113828638;fem-плбежевый;65134238;Бежевый;48;2,02151E+12;2832;;;
Femamore;Платья;113828639;fem-плбежевый;65134238;Бежевый;50;2,02151E+12;2832;;;
Femamore;Платья;113828640;fem-плчерный;65134239;Черный;44;2,02151E+12;2832;;;
Femamore;Платья;113828641;fem-плчерный;65134239;Черный;46;2,02151E+12;2832;;;
Femamore;Платья;113828642;fem-плчерный;65134239;Черный;48;2,02151E+12;2832;;;
Femamore;Платья;113828643;fem-плчерный;65134239;Черный;50;2,02151E+12;2832;;;
Femamore;Тренчкоты;113439326;fem-тренчбирюзовый;64841576;Бирюзовый;42;2,02136E+12;6983;;;
Femamore;Тренчкоты;113439327;fem-тренчбирюзовый;64841576;Бирюзовый;44;2,02136E+12;6983;;;
Femamore;Тренчкоты;113439328;fem-тренчбирюзовый;64841576;Бирюзовый;46;2,02136E+12;6983;;;
Femamore;Тренчкоты;113439329;fem-тренчбирюзовый;64841576;Бирюзовый;48;2,02136E+12;6983;;;
Femamore;Тренчкоты;112819952;fem-тренчкоричневый;64329691;Коричневый;42;2,021E+12;6983;;;
Femamore;Тренчкоты;112819953;fem-тренчкоричневый;64329691;Коричневый;44;2,021E+12;6983;;;
Femamore;Тренчкоты;112819954;fem-тренчкоричневый;64329691;Коричневый;46;2,021E+12;6983;;;
Femamore;Тренчкоты;112819955;fem-тренчкоричневый;64329691;Коричневый;48;2,021E+12;6983;;;
Femamore;Тренчкоты;112819960;fem-тренччерный;64329693;Черный;42;2,021E+12;6983;;;
Femamore;Тренчкоты;112819961;fem-тренччерный;64329693;Черный;44;2,021E+12;6983;;;
Femamore;Тренчкоты;112819962;fem-тренччерный;64329693;Черный;46;2,021E+12;6983;;;
Femamore;Тренчкоты;112819963;fem-тренччерный;64329693;Черный;48;2,021E+12;6983;;;
Femamore;Кюлоты;124791227;fema_kilotyмолочный;73718129;Молочный;L;2,02802E+12;2490;;;
Femamore;Кюлоты;124791228;fema_kilotyмолочный;73718129;Молочный;XL;2,02802E+12;2490;;;
Femamore;Кюлоты;124791229;fema_kilotyпудровый;73718130;Пудровый;L;2,02802E+12;2490;;;
Femamore;Кюлоты;124791230;fema_kilotyпудровый;73718130;Пудровый;XL;2,02802E+12;2490;;;
Femamore;Кюлоты;124523552;fema_kilotyфисташковый;73494502;фисташковый;L;2,02788E+12;2490;;;
Femamore;Кюлоты;124523553;fema_kilotyфисташковый;73494502;фисташковый;XL;2,02788E+12;2490;;;
Femamore;Кюлоты;124523554;fema_kilotyчерный;73494503;Черный;L;2,02788E+12;2490;;;
Femamore;Кюлоты;124523555;fema_kilotyчерный;73494503;Черный;XL;2,02788E+12;2490;;;
Femamore;Сарафаны;130325730;fema_sarafanголубой;78011652;Голубой;42;2,03048E+12;2190;;;
Femamore;Сарафаны;130325731;fema_sarafanголубой;78011652;Голубой;44;2,03048E+12;2190;;;
Femamore;Сарафаны;130325732;fema_sarafanголубой;78011652;Голубой;46;2,03048E+12;2190;;;
Femamore;Сарафаны;130325733;fema_sarafanголубой;78011652;Голубой;48;2,03048E+12;2190;;;
Femamore;Сарафаны;130559927;fema_sarafanрозовый;78169250;Розовый;42;2,03059E+12;2190;;;
Femamore;Сарафаны;130559928;fema_sarafanрозовый;78169250;Розовый;44;2,03059E+12;2190;;;
Femamore;Сарафаны;130559929;fema_sarafanрозовый;78169250;Розовый;46;2,03059E+12;2190;;;
Femamore;Сарафаны;130559930;fema_sarafanрозовый;78169250;Розовый;48;2,03059E+12;2190;;;
Femamore;Сарафаны;130325734;fema_sarafanчерный;78011653;Черный;42;2,03048E+12;2190;;;
Femamore;Сарафаны;130325735;fema_sarafanчерный;78011653;Черный;44;2,03048E+12;2190;;;
Femamore;Сарафаны;130325736;fema_sarafanчерный;78011653;Черный;46;2,03048E+12;2190;;;
Femamore;Сарафаны;130325737;fema_sarafanчерный;78011653;Черный;48;2,03048E+12;2190;;;
Femamore;Жилеты;126712142;fema_zhiletyбелый;75228414;Белый;L;2,0289E+12;4090;;;
Femamore;Жилеты;126712143;fema_zhiletyбелый;75228414;Белый;M;2,0289E+12;4090;;;
Femamore;Жилеты;126712144;fema_zhiletyбелый;75228414;Белый;S;2,0289E+12;4090;;;
Femamore;Жилеты;126712145;fema_zhiletyбелый;75228414;Белый;XS;2,0289E+12;4090;;;
Femamore;Жилеты;126711096;fema_zhiletyчерный;75227669;Черный;L;2,0289E+12;4090;;;
Femamore;Жилеты;126711097;fema_zhiletyчерный;75227669;Черный;M;2,0289E+12;4090;;;
Femamore;Жилеты;126711098;fema_zhiletyчерный;75227669;Черный;S;2,0289E+12;4090;;;
Femamore;Жилеты;126711099;fema_zhiletyчерный;75227669;Черный;XS;2,0289E+12;4090;;;
Femamore;Кардиганы;93375663;fema-karбелый;48542199;Белый;ONESIZE;2,01376E+12;2695;;;
Femamore;Кардиганы;94307820;fema-karголубой;49191236;Голубой;ONESIZE;2,01405E+12;2695;;;
Femamore;Кардиганы;94307625;fema-karроза;49190862;Розовый;ONESIZE;2,01405E+12;2695;;;
Femamore;Кардиганы;94306745;fema-karсерый;49190275;Серый;ONESIZE;2,01405E+12;2695;;;
Femamore;Кардиганы;96774201;fema-karсирень;51102817;Сиреневый;ONESIZE;2,01506E+12;2353;;;
Femamore;Кардиганы;93388479;fema-karчерный;48546324;Черный;ONESIZE;2,01376E+12;2695;;;
Femamore;Костюмы;101624273;femутепленныйантра;55109346;Антрацитовый;42;2,01714E+12;5690;;;
Femamore;Костюмы;101624274;femутепленныйантра;55109346;Антрацитовый;44;2,01714E+12;5690;;;
Femamore;Костюмы;101624275;femутепленныйантра;55109346;Антрацитовый;46;2,01714E+12;5690;;;
Femamore;Костюмы;101624276;femутепленныйантра;55109346;Антрацитовый;48;2,01714E+12;5690;;;
Femamore;Костюмы;101624277;femутепленныйантра;55109346;Антрацитовый;50;2,01714E+12;5690;;;
Femamore;Костюмы;110473000;femутепленныйизумрудный;62542190;Изумурудный;42;2,02013E+12;5690;;;
Femamore;Костюмы;110473001;femутепленныйизумрудный;62542190;Изумурудный;44;2,02013E+12;5690;;;
Femamore;Костюмы;110473002;femутепленныйизумрудный;62542190;Изумурудный;46;2,02013E+12;5690;;;
Femamore;Костюмы;110473003;femутепленныйизумрудный;62542190;Изумурудный;48;2,02013E+12;5690;;;
Femamore;Костюмы;110473004;femутепленныйизумрудный;62542190;Изумурудный;50;2,02013E+12;5690;;;
Femamore;Пальто;87695918;paltoM1голубой;44345025;Голубой;40;2,01095E+12;9800;;;
Femamore;Пальто;87695919;paltoM1голубой;44345025;Голубой;42;2,01095E+12;9800;;;
Femamore;Пальто;87695920;paltoM1голубой;44345025;Голубой;44;2,01095E+12;9800;;;
Femamore;Пальто;87695921;paltoM1голубой;44345025;Голубой;46;2,01095E+12;9800;;;
Femamore;Пальто;87695922;paltoM1голубой;44345025;Голубой;48;2,01095E+12;9800;;;
Femamore;Пальто;85604071;paltoM1коричневый;42856949;Коричневый;46;2,00929E+12;9800;;;
Femamore;Пальто;85604072;paltoM1коричневый;42856949;Коричневый;44;2,00929E+12;9800;;;
Femamore;Пальто;85604073;paltoM1коричневый;42856949;Коричневый;42;2,00929E+12;9800;;;
Femamore;Пальто;85604074;paltoM1коричневый;42856949;Коричневый;48;2,00929E+12;9800;;;
Femamore;Пальто;85604075;paltoM1коричневый;42856949;Коричневый;40;2,00929E+12;9800;;;
Femamore;Пижамы;124497428;pizh_femaсиний;73475934;Синий;44-46;2,02787E+12;1890;;;
Femamore;Пижамы;124497429;pizh_femaсиний;73475934;Синий;46-48;2,02787E+12;1890;;;
Femamore;Свитеры;103962951;switergorмолочный;57270995;Молочный;40-46;;2692;;;
Femamore;Свитеры;90990795;switergorнг-белый;46677011;Белый;40-44;2,01296E+12;2692;;;
Femamore;Свитеры;91003247;switergorнг-красный;46686893;Красный;40-44;2,01297E+12;2692;;;
Femamore;Свитеры;89817702;switergorчерный;45865713;Черный;40-44;2,01205E+12;2692;;;
Femamore;Свитеры;116889594;switergorчерный;45865713;Черный;40-46;;2692;;;
Kigurumee;Мягкие игрушки;107300727;kig-hagiрозовый;60063062;Розовый;0;2,01907E+12;2317;;;
Kigurumee;Мягкие игрушки;107314917;kig-hagiсиний;60075658;Синий;0;2,01908E+12;2317;;;
Kigurumee;Кигуруми;86456080;kiruerсиреневый;43440391;Сиреневый;L;2,00985E+12;1790;;;
Kigurumee;Кигуруми;86456081;kiruerсиреневый;43440391;Сиреневый;M;2,00985E+12;1790;;;
Kigurumee;Кигуруми;86456082;kiruerсиреневый;43440391;Сиреневый;S;2,00985E+12;1790;;;
Kigurumee;Кигуруми;86456083;kiruerсиреневый;43440391;Сиреневый;XS;2,00985E+12;1790;;;
Kigurumee;Мягкие игрушки;104498254;lalaбелый;57752360;Белый;0;2,01778E+12;2390;;;
Kigurumee;Мягкие игрушки;104493922;lalaжелтый;57748490;Желтый;0;2,01778E+12;2390;;;
Kigurumee;Мягкие игрушки;108076584;lalaкоричневый;60712477;Коричневый;0;2,01929E+12;2390;;;
Kigurumee;Мягкие игрушки;104491967;lalaрозовый;57746909;Розовый;0;2,01778E+12;2390;;;
Kigurumee;Мягкие игрушки;108076585;lalaсерый;60712478;Серый;0;2,01929E+12;2390;;;
Lilit Kids;Футболки;118924851;fem-fut-serd-белый;69121639;Белый;28-30;2,02333E+12;1150;;;
Lilit Kids;Футболки;118924852;fem-fut-serd-белый;69121639;Белый;30-32;2,02333E+12;1150;;;
Lilit Kids;Футболки;118924853;fem-fut-serd-белый;69121639;Белый;32-34;2,02333E+12;1150;;;
Lilit Kids;Футболки;118924854;fem-fut-serd-белый;69121639;Белый;34-36;2,02333E+12;1150;;;
Lilit Kids;Футболки;118924855;fem-fut-serd-белый;69121639;Белый;38-40;2,02333E+12;1150;;;
Lilit Kids;Футболки;144207265;fem-fut-serd-чер;89156325;Черный;28-30;2,03583E+12;1150;;;
Lilit Kids;Футболки;144207266;fem-fut-serd-чер;89156325;Черный;30-32;2,03583E+12;1150;;;
Lilit Kids;Футболки;144207267;fem-fut-serd-чер;89156325;Черный;32-34;2,03583E+12;1150;;;
Lilit Kids;Футболки;144207268;fem-fut-serd-чер;89156325;Черный;34-36;2,03583E+12;1150;;;
Lilit Kids;Футболки;144207269;fem-fut-serd-чер;89156325;Черный;38-40;2,03583E+12;1150;;;
Lilit Kids;Костюмы;128447693;kost_letniyбежевый;76533774;Бежевый;28;2,02965E+12;2780;;;
Lilit Kids;Костюмы;128447694;kost_letniyбежевый;76533774;Бежевый;30-32;2,02965E+12;2780;;;
Lilit Kids;Костюмы;128447695;kost_letniyбежевый;76533774;Бежевый;34;2,02965E+12;2780;;;
Lilit Kids;Костюмы;128447696;kost_letniyбежевый;76533774;Бежевый;36;2,02965E+12;2780;;;
Lilit Kids;Костюмы;128447697;kost_letniyбежевый;76533774;Бежевый;38;2,02965E+12;2780;;;
Lilit Kids;Костюмы;128447698;kost_letniyбежевый;76533774;Бежевый;40;2,02965E+12;2780;;;
Lilit Kids;Костюмы;129060222;kost_letniyголубой;76990183;Голубой;28;2,02994E+12;2780;;;
Lilit Kids;Костюмы;129060225;kost_letniyголубой;76990183;Голубой;30-32;2,02994E+12;2780;;;
Lilit Kids;Костюмы;129060226;kost_letniyголубой;76990183;Голубой;34;2,02994E+12;2780;;;
Lilit Kids;Костюмы;129060227;kost_letniyголубой;76990183;Голубой;36;2,02994E+12;2780;;;
Lilit Kids;Костюмы;129060228;kost_letniyголубой;76990183;Голубой;38;2,02994E+12;2780;;;
Lilit Kids;Костюмы;129060229;kost_letniyголубой;76990183;Голубой;40;2,02994E+12;2780;;;
mykot;Когтеточки;109446691;kogte231серый50;61778399;Серый;0;2,01976E+12;1676;;;
Squid Game;Маски сувенирные;88852410;gamesqволк;45135068;волк;0;2,01141E+12;1275;;;
Squid Game;Маски сувенирные;88852411;gamesqквадратик;45135069;квадрат;0;2,01141E+12;1275;;;
Squid Game;Маски сувенирные;88852412;gamesqтреуголник;45135070;треугольник;0;2,01141E+12;1275;;;
